customer_id,Total_Orders,Total_Spend,Total_Profit,First_Purchase_Date,Last_Purchase_Date,Unique_Products,Total_Quantity,AOV,Profit_Margin_%,Recency_Days,Tenure_Days,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,customer_name,gender,age,city,state,region
CUST-00468,15,23217.25,8156.93,2022-08-08,2024-10-12,15,23,1547.82,35.13,81,877,2,4,4,244,At Risk,Rohan Choudhury,Male,31,Kolkata,West Bengal,East
CUST-00469,19,49388.25,9113.58,2023-05-10,2024-12-07,19,29,2599.38,18.45,25,602,5,5,5,555,Champions,Pooja Iyengar,Female,34,Bengaluru,Karnataka,South
CUST-00470,2,119038.25,1630.61,2024-05-24,2024-11-04,2,5,59519.12,1.37,58,222,3,1,5,315,Regular Customers,Deepa Mehta,Female,22,Kolkata,West Bengal,East
CUST-00471,27,46220.75,19302.989999999998,2023-09-14,2024-12-25,24,38,1711.88,41.76,7,475,5,5,5,555,Champions,Kavya Verma,Female,26,Ahmedabad,Gujarat,West
CUST-00472,15,22405.55,8504.72,2022-04-21,2024-12-06,14,22,1493.7,37.96,26,986,4,4,3,443,Loyal Customers,Anjali Agarwal,Female,33,Ahmedabad,Gujarat,West
CUST-00473,9,8835.75,3303.5099999999998,2022-03-27,2024-12-14,9,11,981.75,37.39,18,1011,5,3,2,532,Potential Loyalists,Pooja Yadav,Female,29,Delhi,Delhi,North
CUST-00474,2,529.3,116.55,2023-07-28,2024-11-01,2,2,264.65,22.02,61,523,3,1,1,311,Regular Customers,Sunita Saxena,Female,37,Chennai,Tamil Nadu,South
CUST-00475,6,23222.850000000002,7493.84,2023-07-01,2024-12-26,6,7,3870.48,32.27,6,550,5,2,4,524,Potential Loyalists,Pooja Bhatia,Female,29,Bengaluru,Karnataka,South
CUST-00476,25,35122.9,13214.65,2023-07-15,2024-10-27,25,36,1404.92,37.62,66,536,3,5,4,354,Loyal Customers,Pallavi Patel,Female,41,Bengaluru,Karnataka,South
CUST-00477,9,16918.15,5339.42,2023-05-03,2024-11-14,9,10,1879.79,31.56,48,609,3,3,3,333,Loyal Customers,Pallavi Sharma,Female,53,Mumbai,Maharashtra,West
CUST-00478,6,21883.1,8613.26,2022-07-11,2024-10-10,6,12,3647.18,39.36,83,905,2,2,3,223,Lost Customers,Pooja Rao,Female,23,Chennai,Tamil Nadu,South
CUST-00479,8,16861.25,5109.22,2022-09-10,2024-12-29,8,11,2107.66,30.3,3,844,5,3,3,533,Loyal Customers,Aadhya Rao,Female,38,Patna,Bihar,East
CUST-00480,15,18541.5,6518.29,2022-12-04,2024-10-20,14,18,1236.1,35.16,73,759,3,4,3,343,Loyal Customers,Varun Malhotra,Male,24,Mumbai,Maharashtra,West
CUST-00481,17,53269.5,16318.119999999999,2022-08-21,2024-11-23,17,27,3133.5,30.63,39,864,4,5,5,455,Champions,Arjun Verma,Male,46,Pune,Maharashtra,West
CUST-00482,16,22148.649999999998,7354.05,2022-06-01,2024-12-26,13,26,1384.29,33.2,6,945,5,5,3,553,Loyal Customers,Rahul Das,Male,50,Hyderabad,Telangana,South
CUST-00483,4,18646.8,3656.69,2024-07-07,2024-10-10,4,6,4661.7,19.61,83,178,2,1,3,213,Lost Customers,Sneha Menon,Female,36,Delhi,Delhi,North
CUST-00484,11,16041.65,6805.110000000001,2022-06-23,2024-09-16,10,14,1458.33,42.42,107,923,2,4,3,243,At Risk,Aadhya Sharma,Female,32,Hyderabad,Telangana,South
CUST-00485,6,8557.25,2982.1000000000004,2024-06-14,2024-10-25,6,8,1426.21,34.85,68,201,3,2,2,322,Regular Customers,Arjun Chatterjee,Male,43,Guwahati,Assam,East
CUST-00486,8,11679.55,5838.150000000001,2022-08-31,2024-06-08,7,11,1459.94,49.99,207,854,1,3,2,132,Regular Customers,Vihaan Choudhury,Male,45,Mumbai,Maharashtra,West
CUST-00487,8,20246.35,5759.33,2022-05-17,2024-06-02,8,13,2530.79,28.45,213,960,1,3,3,133,At Risk,Aarohi Verma,Female,18,Mumbai,Maharashtra,West
CUST-00488,9,8426.65,2370.16,2023-08-18,2024-11-21,9,11,936.29,28.13,41,502,4,3,2,432,Potential Loyalists,Kunal Mukherjee,Male,39,Coimbatore,Tamil Nadu,South
CUST-00489,13,28189.85,10651.01,2023-10-23,2024-11-12,13,23,2168.45,37.78,50,436,3,4,4,344,Loyal Customers,Siddharth Tripathi,Male,20,Hyderabad,Telangana,South
CUST-00490,12,14465.65,5876.6,2023-11-24,2024-09-01,12,14,1205.47,40.62,122,404,2,4,3,243,At Risk,Aarav Singh,Male,25,Kolkata,West Bengal,East
CUST-00491,7,11862.1,5401.57,2022-09-01,2024-10-22,7,8,1694.59,45.54,71,853,3,2,2,322,Regular Customers,Deepak Bhatia,Male,26,Pune,Maharashtra,West
CUST-00492,20,81726.35,20264.12,2022-05-09,2024-12-06,19,29,4086.32,24.8,26,968,4,5,5,455,Champions,Neha Rao,Female,40,Jaipur,Rajasthan,North
CUST-00493,7,8046.3,1996.7699999999998,2022-11-13,2024-08-19,7,15,1149.47,24.82,135,780,2,2,2,222,Lost Customers,Diya Kaur,Female,20,Jaipur,Rajasthan,North
CUST-00494,7,3489.9,1626.88,2023-12-18,2024-11-19,7,7,498.56,46.62,43,380,4,2,1,421,Potential Loyalists,Atharv Gupta,Other,19,Jaipur,Rajasthan,North
CUST-00495,4,9605.25,5058.21,2024-02-19,2024-03-06,4,5,2401.31,52.66,301,317,1,1,2,112,Lost Customers,Anita Iyengar,Female,30,Mumbai,Maharashtra,West
CUST-00496,12,9681.35,3481.35,2022-12-10,2024-09-11,12,16,806.78,35.96,112,753,2,4,2,242,Regular Customers,Rekha Iyer,Female,51,Nagpur,Maharashtra,West
CUST-00497,3,9886.35,3014.65,2022-07-18,2023-09-27,3,5,3295.45,30.49,462,898,1,1,2,112,Lost Customers,Atharv Shah,Male,22,Pune,Maharashtra,West
CUST-00498,14,35425.75,12435.8,2022-06-13,2024-12-08,14,22,2530.41,35.1,24,933,5,4,4,544,Champions,Aditya Rao,Male,39,Chennai,Tamil Nadu,South
CUST-00499,16,34518.6,11545.88,2024-04-07,2024-12-17,16,24,2157.41,33.45,15,269,5,5,4,554,Champions,Divya Malhotra,Female,47,Bhopal,Madhya Pradesh,Central
CUST-00500,6,7156.65,2201.46,2022-01-17,2024-11-27,6,8,1192.77,30.76,35,1080,4,2,1,421,Potential Loyalists,Meera Bhatia,Female,19,Bengaluru,Karnataka,South
CUST-00501,12,37582.15,5379.12,2022-02-11,2024-06-18,12,19,3131.85,14.31,197,1055,1,4,4,144,At Risk,Shaurya Pandey,Male,33,Patna,Bihar,East
CUST-00502,13,18994.2,7104.43,2023-09-19,2024-08-03,13,18,1461.09,37.4,151,470,2,4,3,243,At Risk,Swati Menon,Female,41,Ahmedabad,Gujarat,West
CUST-00503,12,53529.85,13684.19,2022-04-01,2024-11-15,12,17,4460.82,25.56,47,1006,3,4,5,345,Loyal Customers,Kunal Bhatia,Male,27,Kochi,Kerala,South
CUST-00504,3,2451.85,1097.67,2022-10-11,2023-05-26,3,3,817.28,44.77,586,813,1,1,1,111,Lost Customers,Riya Verma,Female,36,Lucknow,Uttar Pradesh,North
CUST-00505,6,17877.4,4921.38,2022-02-05,2024-11-12,6,6,2979.57,27.53,50,1061,3,2,3,323,Regular Customers,Kunal Mehta,Male,21,Hyderabad,Telangana,South
CUST-00506,23,70145.0,18046.21,2023-03-28,2024-12-23,23,30,3049.78,25.73,9,645,5,5,5,555,Champions,Ishaan Iyengar,Male,23,Surat,Gujarat,West
CUST-00507,10,11617.8,4811.24,2022-06-04,2024-10-11,10,13,1161.78,41.41,82,942,2,3,2,232,Regular Customers,Anjali Iyer,Female,23,Chennai,Tamil Nadu,South
CUST-00508,4,6004.85,1361.5,2022-08-16,2024-05-08,4,8,1501.21,22.67,238,869,1,1,1,111,Lost Customers,Divya Mehta,Female,18,Kolkata,West Bengal,East
CUST-00509,4,6174.45,1809.01,2022-12-01,2024-10-11,4,4,1543.61,29.3,82,762,2,1,1,211,Lost Customers,Sunita Verma,Female,35,Patna,Bihar,East
CUST-00510,23,49485.2,11857.36,2023-06-15,2024-12-24,23,40,2151.53,23.96,8,566,5,5,5,555,Champions,Kunal Rao,Male,32,Surat,Gujarat,West
CUST-00511,6,16938.6,3887.79,2023-03-21,2024-10-25,6,7,2823.1,22.95,68,652,3,2,3,323,Regular Customers,Anand Menon,Male,28,Bhubaneswar,Odisha,East
CUST-00512,4,1762.3,663.05,2023-10-19,2024-10-31,4,5,440.58,37.62,62,440,3,1,1,311,Regular Customers,Diya Iyer,Female,45,Bhopal,Madhya Pradesh,Central
CUST-00513,9,24857.75,5322.74,2023-02-18,2024-12-29,9,14,2761.97,21.41,3,683,5,3,4,534,Loyal Customers,Anita Iyengar,Female,27,Hyderabad,Telangana,South
CUST-00514,6,10901.45,5306.18,2022-01-02,2024-06-20,6,11,1816.91,48.67,195,1095,1,2,2,122,Lost Customers,Anand Pillai,Male,30,Lucknow,Uttar Pradesh,North
CUST-00515,2,4728.0,1640.99,2024-01-25,2024-02-01,2,2,2364.0,34.71,335,342,1,1,1,111,Lost Customers,Siddharth Saxena,Male,33,Kochi,Kerala,South
CUST-00516,13,24743.75,7383.01,2022-11-08,2024-04-27,13,19,1903.37,29.84,249,785,1,4,4,144,At Risk,Vihaan Gupta,Male,34,Patna,Bihar,East
CUST-00517,14,83542.3,18180.9,2024-05-22,2024-09-12,14,18,5967.31,21.76,111,224,2,4,5,245,At Risk,Khushi Menon,Female,60,Indore,Madhya Pradesh,Central
CUST-00518,3,8222.3,3920.55,2023-07-04,2024-01-01,3,4,2740.77,47.68,366,547,1,1,2,112,Lost Customers,Sai Das,Male,29,Kolkata,West Bengal,East
CUST-00519,15,71502.15000000001,4443.33,2022-12-26,2024-12-02,15,25,4766.81,6.21,30,737,4,4,5,445,Champions,Vivaan Dutta,Male,28,Mumbai,Maharashtra,West
CUST-00520,15,50517.85,12106.6,2022-02-09,2024-11-15,15,27,3367.86,23.96,47,1057,3,4,5,345,Loyal Customers,Kabir Shah,Male,22,Delhi,Delhi,North
CUST-00521,2,6490.05,3816.2999999999997,2023-05-11,2023-07-22,2,5,3245.02,58.8,529,601,1,1,1,111,Lost Customers,Divya Nair,Female,38,Chennai,Tamil Nadu,South
CUST-00522,23,77230.3,19952.13,2022-03-01,2024-09-06,23,36,3357.84,25.83,117,1037,2,5,5,255,At Risk,Anand Kaur,Male,33,Kolkata,West Bengal,East
CUST-00523,12,17372.85,6966.880000000001,2024-05-31,2024-10-26,12,17,1447.74,40.1,67,215,3,4,3,343,Loyal Customers,Arjun Yadav,Male,36,Delhi,Delhi,North
CUST-00524,7,5323.4,1762.27,2022-01-09,2024-11-02,7,10,760.49,33.1,60,1088,3,2,1,321,Regular Customers,Riya Verma,Female,24,Jaipur,Rajasthan,North
CUST-00525,7,6117.3,2383.09,2023-01-22,2024-11-30,7,8,873.9,38.96,32,710,4,2,1,421,Potential Loyalists,Nikhil Singh,Male,25,Guwahati,Assam,East
CUST-00526,5,40171.65,10698.07,2024-05-26,2024-08-19,5,6,8034.33,26.63,135,220,2,1,5,215,Lost Customers,Suresh Verma,Male,32,Lucknow,Uttar Pradesh,North
CUST-00527,7,19904.3,8866.25,2023-02-11,2024-12-04,7,10,2843.47,44.54,28,690,4,2,3,423,Potential Loyalists,Rohan Rao,Other,26,Delhi,Delhi,North
CUST-00528,3,1962.05,698.8399999999999,2022-09-02,2024-05-25,3,3,654.02,35.62,221,852,1,1,1,111,Lost Customers,Aditya Banerjee,Male,28,Mumbai,Maharashtra,West
CUST-00529,7,14433.699999999999,4398.889999999999,2022-09-09,2024-10-09,7,7,2061.96,30.48,84,845,2,2,3,223,Lost Customers,Pari Reddy,Female,33,Guwahati,Assam,East
CUST-00530,4,9037.65,2178.95,2022-08-24,2023-11-04,4,6,2259.41,24.11,424,861,1,1,2,112,Lost Customers,Aarohi Sharma,Female,24,Ahmedabad,Gujarat,West
CUST-00531,5,5610.150000000001,2302.8399999999997,2024-03-16,2024-09-19,5,5,1122.03,41.05,104,291,2,1,1,211,Lost Customers,Dhruv Agarwal,Male,38,Chennai,Tamil Nadu,South
CUST-00532,12,16180.55,4872.51,2023-07-16,2024-12-17,12,14,1348.38,30.11,15,535,5,4,3,543,Loyal Customers,Nikhil Shah,Male,58,Bhubaneswar,Odisha,East
CUST-00533,7,3228.6,668.52,2023-10-19,2024-10-08,7,9,461.23,20.71,85,440,2,2,1,221,Lost Customers,Ramesh Joshi,Male,27,Chennai,Tamil Nadu,South
CUST-00534,5,6172.3,3010.9700000000003,2022-07-02,2024-12-20,5,5,1234.46,48.78,12,914,5,1,1,511,New Customers,Ananya Yadav,Female,20,Chandigarh,Punjab,North
CUST-00535,18,55240.05,21279.34,2023-07-02,2024-11-09,18,29,3068.89,38.52,53,549,3,5,5,355,Loyal Customers,Nandini Das,Female,32,Kolkata,West Bengal,East
CUST-00536,20,29213.2,12640.44,2022-10-26,2024-12-13,20,25,1460.66,43.27,19,798,5,5,4,554,Champions,Kunal Kaur,Male,31,Bengaluru,Karnataka,South
CUST-00537,5,18913.65,6633.7,2024-02-03,2024-11-18,5,10,3782.73,35.07,44,333,4,1,3,413,New Customers,Shreya Gupta,Female,34,Delhi,Delhi,North
CUST-00538,15,24074.55,8591.81,2022-01-05,2024-12-29,15,19,1604.97,35.69,3,1092,5,4,4,544,Champions,Pranav Joshi,Male,20,Bengaluru,Karnataka,South
CUST-00539,18,44682.15,10637.15,2022-01-20,2024-12-07,18,25,2482.34,23.81,25,1077,5,5,5,555,Champions,Pallavi Das,Female,22,Pune,Maharashtra,West
CUST-00540,18,35946.6,7073.92,2022-04-16,2024-11-15,17,23,1997.03,19.68,47,991,3,5,4,354,Loyal Customers,Amit Patel,Male,32,Patna,Bihar,East
CUST-00541,13,34882.7,12067.6,2022-08-17,2024-08-23,13,16,2683.28,34.59,131,868,2,4,4,244,At Risk,Kunal Bhatia,Male,19,Bengaluru,Karnataka,South
CUST-00542,17,42666.85,13474.029999999999,2024-02-12,2024-10-16,15,21,2509.81,31.58,77,324,2,5,5,255,At Risk,Saanvi Rao,Female,32,Kolkata,West Bengal,East
CUST-00543,7,11049.2,5627.25,2024-02-05,2024-05-02,7,8,1578.46,50.93,244,331,1,2,2,122,Lost Customers,Rohan Mishra,Male,23,Bhopal,Madhya Pradesh,Central
CUST-00544,6,3771.65,929.13,2022-05-23,2024-04-11,5,6,628.61,24.63,265,954,1,2,1,121,Lost Customers,Nandini Gupta,Female,18,Nagpur,Maharashtra,West
CUST-00545,11,82247.04999999999,4625.65,2023-09-10,2024-11-22,11,18,7477.0,5.62,40,479,4,4,5,445,Champions,Shreya Dutta,Female,45,Chennai,Tamil Nadu,South
CUST-00546,6,24133.800000000003,5230.44,2024-03-25,2024-04-21,6,8,4022.3,21.67,255,282,1,2,4,124,Lost Customers,Nikhil Pillai,Male,20,Kochi,Kerala,South
CUST-00547,6,10055.75,1217.88,2022-05-09,2024-10-31,6,8,1675.96,12.11,62,968,3,2,2,322,Regular Customers,Shaurya Singh,Male,32,Ahmedabad,Gujarat,West
CUST-00548,10,20049.4,4628.87,2022-12-08,2024-11-15,10,11,2004.94,23.09,47,755,3,3,3,333,Loyal Customers,Swati Iyengar,Female,43,Coimbatore,Tamil Nadu,South
CUST-00549,11,40384.0,14422.73,2024-02-08,2024-12-20,11,14,3671.27,35.71,12,328,5,4,5,545,Champions,Deepa Choudhury,Female,25,Kolkata,West Bengal,East
CUST-00550,7,5301.55,2110.82,2022-07-13,2024-04-03,7,13,757.36,39.82,273,903,1,2,1,121,Lost Customers,Sai Choudhury,Male,34,Chandigarh,Punjab,North
CUST-00551,13,42480.899999999994,14041.63,2022-03-17,2024-11-04,13,18,3267.76,33.05,58,1021,3,4,5,345,Loyal Customers,Pallavi Yadav,Female,30,Mumbai,Maharashtra,West
CUST-00552,7,8999.1,2618.61,2022-09-25,2024-11-07,7,9,1285.59,29.1,55,829,3,2,2,322,Regular Customers,Pooja Bhatia,Female,33,Mumbai,Maharashtra,West
CUST-00553,10,9268.5,2820.85,2022-04-15,2024-11-20,9,12,926.85,30.43,42,992,4,3,2,432,Potential Loyalists,Shaurya Agarwal,Male,24,Bengaluru,Karnataka,South
CUST-00554,14,43198.15,7406.7300000000005,2022-12-28,2024-10-22,14,27,3085.58,17.15,71,735,3,4,5,345,Loyal Customers,Amit Tripathi,Male,47,Indore,Madhya Pradesh,Central
CUST-00555,4,1734.9499999999998,631.22,2024-02-09,2024-12-02,4,4,433.74,36.38,30,327,4,1,1,411,New Customers,Kavya Mehta,Female,28,Mumbai,Maharashtra,West
CUST-00556,7,15261.1,5752.13,2024-06-16,2024-08-24,6,9,2180.16,37.69,130,199,2,2,3,223,Lost Customers,Divya Joshi,Female,28,Indore,Madhya Pradesh,Central
CUST-00557,15,30602.15,9466.36,2022-03-17,2024-10-19,15,22,2040.14,30.93,74,1021,3,4,4,344,Loyal Customers,Amit Singh,Male,39,Hyderabad,Telangana,South
CUST-00558,14,29447.05,9339.94,2022-04-20,2024-12-23,14,21,2103.36,31.72,9,987,5,4,4,544,Champions,Suresh Bhatia,Male,47,Delhi,Delhi,North
CUST-00559,9,15863.8,4533.81,2024-05-26,2024-07-29,9,14,1762.64,28.58,156,220,2,3,3,233,At Risk,Tanvi Tripathi,Female,40,Kolkata,West Bengal,East
CUST-00560,15,75767.95,13858.849999999999,2022-01-16,2024-10-04,15,23,5051.2,18.29,89,1081,2,4,5,245,At Risk,Varun Banerjee,Male,46,Nagpur,Maharashtra,West
CUST-00561,21,57319.6,11177.15,2022-01-27,2024-12-16,19,25,2729.5,19.5,16,1070,5,5,5,555,Champions,Saanvi Gupta,Female,49,Chandigarh,Punjab,North
CUST-00562,15,36036.9,10876.09,2022-06-29,2024-10-31,15,23,2402.46,30.18,62,917,3,4,4,344,Loyal Customers,Sunita Banerjee,Female,52,Jaipur,Rajasthan,North
CUST-00563,12,107998.85,12135.34,2023-05-07,2024-11-05,12,18,8999.9,11.24,57,605,3,4,5,345,Loyal Customers,Nikhil Banerjee,Male,39,Delhi,Delhi,North
CUST-00564,5,9826.0,2694.0699999999997,2024-01-25,2024-12-01,5,13,1965.2,27.42,31,342,4,1,2,412,New Customers,Aarav Iyer,Male,30,Chennai,Tamil Nadu,South
CUST-00565,16,31804.75,12465.05,2022-06-30,2024-12-25,16,22,1987.8,39.19,7,916,5,5,4,554,Champions,Ishaan Iyer,Male,39,Bengaluru,Karnataka,South
CUST-00566,6,6238.5,1869.52,2022-10-02,2024-06-15,6,7,1039.75,29.97,200,822,1,2,1,121,Lost Customers,Rajesh Nair,Male,34,Delhi,Delhi,North
CUST-00567,7,5101.4,1914.73,2022-05-31,2024-12-19,7,8,728.77,37.53,13,946,5,2,1,521,Potential Loyalists,Shreya Verma,Female,18,Kochi,Kerala,South
CUST-00568,9,20742.850000000002,9610.75,2022-06-29,2024-12-06,9,13,2304.76,46.33,26,917,4,3,3,433,Loyal Customers,Sneha Menon,Female,43,Patna,Bihar,East
CUST-00569,7,30413.8,4741.52,2022-10-17,2024-10-09,7,10,4344.83,15.59,84,807,2,2,4,224,Lost Customers,Ananya Reddy,Female,42,Chennai,Tamil Nadu,South
CUST-00570,8,16099.3,5517.01,2023-09-18,2024-12-04,8,11,2012.41,34.27,28,471,4,3,3,433,Loyal Customers,Rekha Rao,Female,24,Chandigarh,Punjab,North
CUST-00571,5,5581.55,2030.73,2024-03-05,2024-11-13,5,6,1116.31,36.38,49,302,3,1,1,311,Regular Customers,Navya Iyengar,Female,21,Pune,Maharashtra,West
CUST-00572,6,12287.35,4479.92,2022-05-25,2024-11-02,6,7,2047.89,36.46,60,952,3,2,2,322,Regular Customers,Ayaan Menon,Other,38,Surat,Gujarat,West
CUST-00573,8,24453.65,8770.86,2022-11-30,2024-10-20,8,12,3056.71,35.87,73,763,3,3,4,334,Loyal Customers,Ayaan Bhatia,Male,31,Chandigarh,Punjab,North
CUST-00574,8,7078.650000000001,2712.9500000000003,2024-06-17,2024-07-11,8,10,884.83,38.33,174,198,1,3,1,131,Regular Customers,Pari Yadav,Female,32,Delhi,Delhi,North
CUST-00575,11,12154.8,4461.99,2022-12-15,2024-12-30,11,16,1104.98,36.71,2,748,5,4,2,542,Regular Customers,Gaurav Tripathi,Male,38,Pune,Maharashtra,West
CUST-00576,4,6315.6,1485.15,2022-10-16,2023-07-31,4,10,1578.9,23.52,520,808,1,1,1,111,Lost Customers,Pallavi Banerjee,Female,40,Kolkata,West Bengal,East
CUST-00577,6,12071.15,4420.22,2023-11-29,2024-12-18,6,9,2011.86,36.62,14,399,5,2,2,522,Potential Loyalists,Sai Iyer,Male,52,Bhubaneswar,Odisha,East
CUST-00578,8,28728.05,9618.369999999999,2023-10-17,2024-11-30,8,14,3591.01,33.48,32,442,4,3,4,434,Loyal Customers,Nandini Joshi,Female,39,Indore,Madhya Pradesh,Central
CUST-00579,23,59172.3,14530.21,2023-07-28,2024-11-17,22,30,2572.71,24.56,45,523,4,5,5,455,Champions,Dhruv Iyengar,Male,30,Bengaluru,Karnataka,South
CUST-00580,9,11036.9,4587.64,2023-01-17,2024-12-29,9,10,1226.32,41.57,3,715,5,3,2,532,Potential Loyalists,Gauri Banerjee,Female,32,Guwahati,Assam,East
CUST-00581,24,44850.65,17640.11,2024-05-09,2024-11-13,24,31,1868.78,39.33,49,237,3,5,5,355,Loyal Customers,Ishaan Iyer,Male,47,Delhi,Delhi,North
CUST-00582,3,5256.4,1179.96,2023-08-27,2023-12-08,3,8,1752.13,22.45,390,493,1,1,1,111,Lost Customers,Divya Kaur,Female,28,Chandigarh,Punjab,North
CUST-00583,5,101227.5,21745.72,2023-01-09,2024-11-22,5,9,20245.5,21.48,40,723,4,1,5,415,New Customers,Saanvi Yadav,Female,27,Bhopal,Madhya Pradesh,Central
CUST-00584,9,28070.6,8877.44,2023-01-26,2024-10-09,9,14,3118.96,31.63,84,706,2,3,4,234,At Risk,Nandini Shah,Female,20,Mumbai,Maharashtra,West
CUST-00585,7,9233.45,3399.62,2023-04-10,2024-07-31,7,9,1319.06,36.82,154,632,2,2,2,222,Lost Customers,Navya Verma,Female,18,Delhi,Delhi,North
CUST-00586,12,28380.5,8208.32,2023-01-13,2024-10-28,12,18,2365.04,28.92,65,719,3,4,4,344,Loyal Customers,Vikram Mehta,Male,20,Bhubaneswar,Odisha,East
CUST-00587,1,3718.0,2265.48,2023-11-29,2023-11-29,1,2,3718.0,60.93,399,399,1,1,1,111,Lost Customers,Aditya Nair,Other,24,Lucknow,Uttar Pradesh,North
CUST-00588,15,24628.55,5834.57,2024-07-01,2024-11-30,15,20,1641.9,23.69,32,184,4,4,4,444,Champions,Anjali Shah,Female,18,Pune,Maharashtra,West
CUST-00589,9,61601.4,6146.57,2022-03-07,2024-12-20,9,16,6844.6,9.98,12,1031,5,3,5,535,Loyal Customers,Vihaan Bhatia,Male,51,Mumbai,Maharashtra,West
CUST-00590,8,9012.3,1466.6299999999999,2024-02-21,2024-11-03,8,15,1126.54,16.27,59,315,3,3,2,332,Regular Customers,Anita Reddy,Female,24,Hyderabad,Telangana,South
CUST-00591,12,17437.7,5962.89,2022-05-04,2024-10-31,12,15,1453.14,34.2,62,973,3,4,3,343,Loyal Customers,Sunita Bhatia,Female,34,Kolkata,West Bengal,East
CUST-00592,6,4849.7,1579.5,2022-05-23,2024-10-29,6,7,808.28,32.57,64,954,3,2,1,321,Regular Customers,Pari Iyengar,Female,23,Mumbai,Maharashtra,West
CUST-00593,12,21484.75,8029.9,2022-11-18,2024-04-15,12,14,1790.4,37.37,261,775,1,4,3,143,At Risk,Ananya Das,Female,53,Ahmedabad,Gujarat,West
CUST-00594,17,29341.4,8499.13,2022-06-29,2024-12-19,17,22,1725.96,28.97,13,917,5,5,4,554,Champions,Pooja Menon,Female,53,Bhopal,Madhya Pradesh,Central
CUST-00595,17,23868.65,7175.07,2022-11-04,2024-11-16,17,28,1404.04,30.06,46,789,4,5,4,454,Champions,Amit Bhatia,Male,32,Mumbai,Maharashtra,West
CUST-00596,19,42640.45,13674.6,2023-03-19,2024-11-22,19,27,2244.23,32.07,40,654,4,5,5,455,Champions,Shaurya Saxena,Male,47,Hyderabad,Telangana,South
CUST-00597,16,29238.649999999998,7341.41,2022-09-11,2024-08-24,15,18,1827.42,25.11,130,843,2,5,4,254,At Risk,Tanvi Pandey,Female,43,Kolkata,West Bengal,East
CUST-00598,5,8648.3,3525.25,2023-11-23,2024-06-19,5,7,1729.66,40.76,196,405,1,1,2,112,Lost Customers,Amit Pandey,Male,40,Delhi,Delhi,North
CUST-00599,5,12101.15,4933.59,2022-09-23,2024-05-24,5,7,2420.23,40.77,222,831,1,1,2,112,Lost Customers,Deepak Banerjee,Male,23,Delhi,Delhi,North
CUST-00600,12,15808.0,4052.91,2022-11-17,2024-10-08,11,14,1317.33,25.64,85,776,2,4,3,243,At Risk,Saanvi Rao,Female,31,Chandigarh,Punjab,North
CUST-00601,12,71214.35,12806.19,2022-09-26,2024-12-25,12,13,5934.53,17.98,7,828,5,4,5,545,Champions,Kabir Banerjee,Other,35,Chennai,Tamil Nadu,South
CUST-00602,12,29644.2,9769.76,2022-08-14,2024-11-12,12,13,2470.35,32.96,50,871,3,4,4,344,Loyal Customers,Tanvi Yadav,Female,39,Bhopal,Madhya Pradesh,Central
CUST-00603,12,16268.95,3694.0299999999997,2024-04-01,2024-12-26,12,14,1355.75,22.71,6,275,5,4,3,543,Loyal Customers,Krishna Singh,Male,45,Hyderabad,Telangana,South
CUST-00604,6,14517.7,4040.7299999999996,2024-04-17,2024-06-30,6,7,2419.62,27.83,185,259,1,2,3,123,Lost Customers,Tanvi Verma,Female,29,Pune,Maharashtra,West
CUST-00605,16,31772.2,10922.67,2024-06-24,2024-11-28,16,19,1985.76,34.38,34,191,4,5,4,454,Champions,Amit Singh,Male,18,Mumbai,Maharashtra,West
CUST-00606,4,4199.8,1825.84,2022-11-05,2024-06-19,4,6,1049.95,43.47,196,788,1,1,1,111,Lost Customers,Dhruv Bhatia,Male,20,Kochi,Kerala,South
CUST-00607,6,5563.95,1634.5,2022-02-01,2024-11-16,6,10,927.32,29.38,46,1065,4,2,1,421,Potential Loyalists,Deepak Malhotra,Male,18,Surat,Gujarat,West
CUST-00608,8,23832.45,9511.58,2022-02-13,2024-03-17,8,12,2979.06,39.91,290,1053,1,3,4,134,At Risk,Shaurya Pillai,Male,34,Chennai,Tamil Nadu,South
CUST-00609,13,31791.600000000002,7247.68,2023-10-31,2024-11-08,13,19,2445.51,22.8,54,428,3,4,4,344,Loyal Customers,Gauri Pillai,Female,28,Bhopal,Madhya Pradesh,Central
CUST-00610,12,20496.399999999998,4721.71,2022-10-24,2024-10-26,12,13,1708.03,23.04,67,800,3,4,3,343,Loyal Customers,Varun Iyer,Male,37,Kolkata,West Bengal,East
CUST-00612,5,5037.45,2523.91,2023-12-14,2024-11-03,5,7,1007.49,50.1,59,384,3,1,1,311,Regular Customers,Rajesh Iyer,Male,28,Chandigarh,Punjab,North
CUST-00613,8,13418.1,3060.9300000000003,2024-01-03,2024-09-12,8,11,1677.26,22.81,111,364,2,3,2,232,Regular Customers,Diya Menon,Female,36,Delhi,Delhi,North
CUST-00614,9,34569.75,10400.64,2022-07-09,2024-12-14,9,17,3841.08,30.09,18,907,5,3,4,534,Loyal Customers,Navya Kaur,Female,20,Jaipur,Rajasthan,North
CUST-00615,18,39464.3,16851.43,2022-08-07,2024-10-25,16,23,2192.46,42.7,68,878,3,5,5,355,Loyal Customers,Gauri Patel,Female,22,Bengaluru,Karnataka,South
